idx,ig_peak,attn_peak,has_motif,prob,motif_start,motif_end,ig_hit,attn_hit,ig_dist,attn_dist
0,23,41,False,0.5837478041648865,,,,,,
1,76,94,False,0.6332197785377502,,,,,,
5,45,72,False,0.7725668549537659,,,,,,
17,76,76,False,0.5593447089195251,,,,,,
28,15,78,False,0.6725053191184998,,,,,,
33,41,41,False,0.7521997094154358,,,,,,
34,42,43,True,0.9482659101486206,41.0,49.0,True,True,2.5,1.5
39,29,31,True,0.9686956405639648,29.0,37.0,True,True,3.5,1.5
49,49,51,False,0.6089698076248169,,,,,,
53,64,61,True,0.8301388025283813,58.0,66.0,True,True,2.5,0.5
66,18,47,False,0.624804675579071,,,,,,
69,35,37,True,0.8275548815727234,35.0,43.0,True,True,3.5,1.5
71,5,22,False,0.5514554381370544,,,,,,
72,46,92,False,0.6773426532745361,,,,,,
74,59,9,False,0.6216145753860474,,,,,,
82,10,58,False,0.5463297367095947,,,,,,
84,81,77,False,0.6496094465255737,,,,,,
89,30,31,True,0.8812370896339417,29.0,37.0,True,True,2.5,1.5
96,3,4,False,0.8691824674606323,,,,,,
98,17,50,False,0.8859341144561768,,,,,,
100,67,68,False,0.6477959752082825,,,,,,
103,33,34,False,0.6240535378456116,,,,,,
110,60,62,False,0.7041492462158203,,,,,,
116,12,13,False,0.5257528424263,,,,,,
118,3,55,False,0.6138201951980591,,,,,,
119,16,12,True,0.882478654384613,10.0,18.0,True,True,2.5,1.5
120,47,48,False,0.7263831496238708,,,,,,
129,21,23,False,0.8359198570251465,,,,,,
131,9,11,False,0.5618664622306824,,,,,,
136,50,56,False,0.7834874987602234,,,,,,
142,43,55,True,0.8749004006385803,41.0,49.0,True,True,1.5,10.5
144,25,23,False,0.5439667701721191,,,,,,
145,68,69,True,0.8956596851348877,67.0,75.0,True,True,2.5,1.5
148,42,44,False,0.5095773935317993,,,,,,
160,35,36,False,0.7302202582359314,,,,,,
163,33,34,False,0.6774985790252686,,,,,,
164,25,24,False,0.6349861025810242,,,,,,
165,44,42,False,0.766798734664917,,,,,,
167,50,51,False,0.8842344880104065,,,,,,
171,7,100,False,0.8673164248466492,,,,,,
175,24,25,True,0.9548832178115845,22.0,30.0,True,True,1.5,0.5
180,73,69,False,0.5152589082717896,,,,,,
182,64,64,False,0.5314809679985046,,,,,,
183,37,37,True,0.8097934126853943,35.0,43.0,True,True,1.5,1.5
184,55,56,True,0.8315235376358032,54.0,62.0,True,True,2.5,1.5
188,51,53,False,0.7671201229095459,,,,,,
190,62,63,True,0.8348459601402283,61.0,69.0,True,True,2.5,1.5
197,73,74,False,0.6654698252677917,,,,,,
200,25,76,False,0.7209354043006897,,,,,,
202,29,30,False,0.6164147257804871,,,,,,
209,22,22,False,0.8086088299751282,,,,,,
211,68,68,False,0.6489462852478027,,,,,,
215,38,9,False,0.5312491655349731,,,,,,
223,39,40,False,0.7748326659202576,,,,,,
238,67,68,True,0.9135696887969971,66.0,74.0,True,True,2.5,1.5
240,57,57,False,0.5004862546920776,,,,,,
241,75,71,False,0.6134649515151978,,,,,,
242,44,49,False,0.6333075165748596,,,,,,
247,10,15,False,0.6653138399124146,,,,,,
250,50,51,False,0.7711703777313232,,,,,,
254,22,24,True,0.8857118487358093,22.0,30.0,True,True,3.5,1.5
257,34,35,True,0.9050439596176147,33.0,41.0,True,True,2.5,1.5
258,50,51,False,0.6582552790641785,,,,,,
260,65,71,False,0.5458273887634277,,,,,,
271,19,20,True,0.7676233053207397,18.0,26.0,True,True,2.5,1.5
275,1,83,False,0.5002143383026123,,,,,,
276,16,93,False,0.5661967396736145,,,,,,
278,49,27,False,0.8049591183662415,,,,,,
279,2,27,False,0.5729637742042542,,,,,,
283,4,9,False,0.5291110277175903,,,,,,
287,7,6,False,0.5803623795509338,,,,,,
288,34,36,False,0.6354736685752869,,,,,,
290,54,2,False,0.5219370722770691,,,,,,
291,18,15,False,0.7864543795585632,,,,,,
293,16,16,False,0.7190276980400085,,,,,,
296,59,84,False,0.6703957915306091,,,,,,
300,12,8,False,0.5280959010124207,,,,,,
301,40,37,False,0.5992132425308228,,,,,,
302,36,25,False,0.5002931356430054,,,,,,
308,18,18,False,0.757350504398346,,,,,,
311,48,49,True,0.8746116161346436,47.0,55.0,True,True,2.5,1.5
323,0,2,False,0.7989397048950195,,,,,,
324,51,50,False,0.5332865715026855,,,,,,
325,4,41,False,0.5189895033836365,,,,,,
327,41,43,False,0.5490037798881531,,,,,,
331,4,95,False,0.7961747050285339,,,,,,
349,10,12,True,0.8602132797241211,10.0,18.0,True,True,3.5,1.5
350,81,77,False,0.5088990330696106,,,,,,
353,34,34,False,0.8290614485740662,,,,,,
359,59,59,False,0.6469907760620117,,,,,,
360,24,24,False,0.5202013850212097,,,,,,
365,31,72,False,0.5284640789031982,,,,,,
368,80,79,False,0.6631875038146973,,,,,,
369,23,24,False,0.6763490438461304,,,,,,
375,15,15,False,0.7063397169113159,,,,,,
379,73,69,True,0.8652748465538025,67.0,75.0,True,True,2.5,1.5
382,2,2,True,0.7227544784545898,0.0,8.0,True,True,1.5,1.5
388,31,7,False,0.530968427658081,,,,,,
389,45,52,False,0.691240131855011,,,,,,
393,6,27,False,0.6082674860954285,,,,,,
394,26,22,True,0.9558400511741638,20.0,28.0,True,True,2.5,1.5
397,12,13,False,0.9021834135055542,,,,,,
402,24,26,True,0.9022773504257202,24.0,32.0,True,True,3.5,1.5
403,12,14,True,0.9218230247497559,12.0,20.0,True,True,3.5,1.5
405,66,63,False,0.705619215965271,,,,,,
412,59,96,False,0.7210915088653564,,,,,,
416,5,3,False,0.8001022338867188,,,,,,
417,60,60,False,0.8289555907249451,,,,,,
418,76,76,False,0.5664737224578857,,,,,,
419,40,40,False,0.8264691233634949,,,,,,
420,76,81,False,0.5100811123847961,,,,,,
422,1,49,False,0.6244173049926758,,,,,,
425,15,12,False,0.7280994057655334,,,,,,
426,73,72,False,0.6171485781669617,,,,,,
428,61,61,False,0.6231224536895752,,,,,,
432,69,69,False,0.5558971166610718,,,,,,
441,84,80,False,0.6312196254730225,,,,,,
442,44,45,False,0.8741394877433777,,,,,,
443,90,86,False,0.6641472578048706,,,,,,
444,25,26,False,0.7285625338554382,,,,,,
445,41,43,True,0.9677613973617554,41.0,49.0,True,True,3.5,1.5
447,18,18,False,0.593106210231781,,,,,,
449,62,57,True,0.9663041234016418,55.0,63.0,True,True,3.5,1.5
457,14,100,False,0.8423315286636353,,,,,,
459,14,17,False,0.5551571846008301,,,,,,
461,56,55,False,0.5429263114929199,,,,,,
465,26,69,False,0.6117077469825745,,,,,,
466,31,31,False,0.8531726598739624,,,,,,
